"Contract_ID","Product_ID","Start_Date","End_Date","First_Claim_Date","Last_Claim_Date","Claim_Count","Claim_Amount","Premium","Coverage","Discount_Rate","Future_Cash_Flow","CSM"
"939eea1e-24ae-4226-bba0-5ba2fcde67b6","1586","2023-03-20","2023-04-10",,,,,5721.56,74062.19,0.03,74062.19,2221.86570000
"22ba230e-eb87-49dc-bf01-c3c62cb28bbe","1727","2023-05-24","2027-05-25",,,,,17102.11,29746.64,0.05,29746.64,1487.33200000
e7c9dd56-224b-4704-ae9c-6d59a84ad573,"1589","2023-07-21","2025-10-27",,,,,14810.20,29764.30,0.04,29764.30,1190.57200000
"5de1a8f3-2d0c-436d-8698-a044b766aaa9","1671","2022-12-04","2028-01-26",,,,,16723.81,43811.70,0.03,43811.70,1314.35100000
a3ea0f43-1d0f-45c7-b4c2-a8e99c6421a5,"1407","2023-07-22","2026-04-04",,,,,16387.41,58296.83,0.03,58296.83,1748.90490000
"5d8cfa59-479c-4ad9-bd7a-4151c31fc5f4","1379","2022-12-18","2027-03-20",,,,,16295.77,57758.95,0.02,57758.95,1155.17900000
e15a8ef5-98fc-4d09-8f65-ddd5c0b9631c,"1756","2023-07-05","2028-10-24",,,,,13555.73,91676.04,0.05,91676.04,4583.80200000
"65849bd3-c7d9-45f3-a94e-f0e3ca04332a","1728","2023-06-30","2027-12-22",,,,,19818.62,91188.44,0.04,91188.44,3647.53760000
"5b28ca43-b5a6-417d-89c6-1d8d496725e8","1665","2023-03-12","2028-12-04",,,,,12689.09,82765.49,0.02,82765.49,1655.30980000
b4cdb0e0-f589-4ef8-ad9d-4f17429d16dd,"1663","2023-06-06","2024-03-02",,,,,14871.43,73998.17,0.01,73998.17,739.98170000
a37728ea-2ee0-4c76-8790-fa1d38974672,"1253","2023-06-09","2028-04-29",,,,,18102.92,74798.24,0.01,74798.24,747.98240000
fb2aaf67-040a-45e2-9dc3-4670f2c4e47c,"1345","2023-03-08","2024-04-13",,,,,16194.61,71389.41,0.04,71389.41,2855.57640000
"9406f52c-f5ad-4a85-bf33-497c0d5382e1","1114","2023-05-29","2028-03-30",,,,,18642.37,40023.69,0.02,40023.69,800.47380000
"1b791372-96a3-4db5-a10f-ac6efb65c908","1812","2023-01-02","2023-05-14",,,,,6577.19,89549.36,0.02,89549.36,1790.98720000
cb6829a4-3efc-4e1d-b262-21fe9671a5b6,"1068","2023-02-21","2024-09-28",,,,,5697.93,73502.26,0.01,73502.26,735.02260000
c355cbd4-5e3f-4cd3-8d05-ce3b6ec8dec0,"1560","2023-06-28","2029-10-31",,,,,9478.35,37264.70,0.02,37264.70,745.29400000
aef7f430-ec4b-4f21-b4b2-dee6d69dddb0,"1714","2023-10-19","2025-04-09",,,,,10019.39,77452.26,0.03,77452.26,2323.56780000
eabba545-6dfc-4b27-8d5b-86e0433b6762,"1557","2022-12-02","2023-06-06",,,,,11102.82,67987.00,0.01,67987.00,679.87000000
af9f7481-9da0-44f6-a61e-e0fa9e9db871,"1289","2023-07-01","2027-04-01",,,,,14828.00,68042.94,0.02,68042.94,1360.85880000
eb461e39-1108-46e4-aaf7-c8c8f929da39,"1405","2022-12-05","2025-12-24",,,,,13239.18,87651.07,0.01,87651.07,876.51070000
"6684a435-ee41-4389-acb5-a76a09f0c25b","1193","2023-11-22","2029-05-08",,,,,12530.28,80422.68,0.03,80422.68,2412.68040000
e79562a1-2251-4a1b-92ac-c11ea033b0dd,"1103","2023-10-16","2028-01-31",,,,,9579.80,76836.69,0.01,76836.69,768.36690000
fbf095b5-ca85-4852-b3e8-76c3a1d0fbbd,"1217","2023-07-17","2025-04-26",,,,,17372.41,95035.01,0.04,95035.01,3801.40040000
"2992d48b-a976-4f82-b54b-0450593f1d11","1070","2023-07-25","2029-09-21",,,,,10519.75,26944.84,0.04,26944.84,1077.79360000
"141e8941-b5cf-476e-97f3-a5563f306325","1835","2023-07-01","2029-05-23",,,,,18691.25,76043.36,0.04,76043.36,3041.73440000
cba6d2a1-420b-482d-ac91-66a2c52e9a49,"1321","2023-08-27","2029-06-03",,,,,12438.06,31782.47,0.01,31782.47,317.82470000
c17fe29a-ee28-49be-baa1-374173f5ded4,"1036","2023-02-17","2029-10-21",,,,,18028.02,60227.92,0.05,60227.92,3011.39600000
eb72958a-c35c-4eeb-a61a-aba3c1e50c9c,"1740","2023-10-04","2025-07-10",,,,,12775.90,90235.54,0.05,90235.54,4511.77700000
f25a5068-7d57-496b-9f92-202a5f34d813,"1268","2023-03-23","2028-10-27",,,,,18754.79,76969.41,0.04,76969.41,3078.77640000
"53334f08-1cfd-48a7-9c6e-fd018deb065a","1803","2023-04-17","2025-02-11",,,,,5687.48,65493.25,0.04,65493.25,2619.73000000
e7d00415-3370-4eed-8665-17e62854850c,"1893","2023-02-12","2029-04-05",,,,,6812.51,93449.07,0.01,93449.07,934.49070000
c611bb00-6506-4f53-903e-b2fcbe8c80f0,"1750","2023-04-06","2024-05-16",,,,,14407.89,26851.27,0.01,26851.27,268.51270000
"27c4549b-ab13-48f3-a6d5-5f52da7e68c6","1607","2023-01-21","2024-08-29",,,,,17259.71,61504.05,0.03,61504.05,1845.12150000
"4d27ab0a-eae5-4e9d-957e-6b69a6aaff8f","1369","2023-02-09","2025-12-21",,,,,6651.09,49465.88,0.02,49465.88,989.31760000
d11eb286-fc67-470d-b0e2-d01da91c90b7,"1977","2023-04-11","2025-10-27",,,,,18942.62,44060.41,0.01,44060.41,440.60410000
"76c14905-39ee-4e7e-b867-c58bb68428df","1455","2023-11-02","2027-12-26",,,,,16650.20,99461.64,0.03,99461.64,2983.84920000
a4a436f9-13e6-46f6-bbda-9ecdbcf7300f,"1802","2023-01-20","2028-06-15",,,,,19382.36,96242.43,0.04,96242.43,3849.69720000
f5418c21-a34b-4f85-9da6-b1facac16500,"1108","2023-06-25","2028-12-12",,,,,13084.23,85866.99,0.04,85866.99,3434.67960000
ca10f561-e24c-47e9-8386-5477de6d4008,"1993","2023-04-30","2025-02-07",,,,,16696.99,85100.66,0.04,85100.66,3404.02640000
ca41d823-c321-4146-bc72-328f1bcf4fd9,"1129","2023-01-05","2026-05-01",,,,,9688.74,73193.24,0.04,73193.24,2927.72960000
"4734e7eb-a03b-44b4-9360-86d7294f25e0","1737","2023-06-22","2023-07-20",,,,,5576.25,45474.94,0.02,45474.94,909.49880000
"58978e0d-7c33-4950-a613-c86f9cbf2d57","1828","2023-02-04","2024-12-31",,,,,12774.75,56123.17,0.05,56123.17,2806.15850000
"73c1038e-d2af-490d-a883-967a1dd3fb92","1962","2022-12-05","2028-07-27",,,,,17692.12,61700.01,0.04,61700.01,2468.00040000
"133ef480-88d9-444f-ad8a-3bbcec829dc9","2000","2022-12-04","2026-02-15",,,,,10032.56,33780.48,0.02,33780.48,675.60960000
"288848e6-e363-42ea-9812-f97ad33f0c1f","1248","2023-02-08","2029-01-30",,,,,10170.85,42135.46,0.04,42135.46,1685.41840000
e46955a6-8fbd-4a25-9eef-969977cea60c,"1821","2023-09-13","2025-06-05",,,,,9075.13,46756.91,0.05,46756.91,2337.84550000
"96a65bea-b4d2-4abf-8904-476a2dd4fe8d","1020","2023-01-25","2026-06-20",,,,,17982.37,95560.82,0.04,95560.82,3822.43280000
ed460f34-960b-4da7-9683-9582cec8b455,"1982","2023-01-30","2024-01-02",,,,,6899.93,62904.46,0.02,62904.46,1258.08920000
"657a2609-527b-4dd4-9a42-3f310cb6cf7b","1635","2023-07-05","2024-06-22",,,,,8913.80,76182.67,0.01,76182.67,761.82670000
"4a21343a-21d8-4b04-b52e-d929bf4c5def","1707","2023-11-11","2028-07-28",,,,,13536.64,38887.74,0.03,38887.74,1166.63220000
"25cb760b-d7cb-46bc-9d83-803b940e24b2","1232","2023-06-14","2029-05-10",,,,,10089.56,32085.28,0.03,32085.28,962.55840000
"1b1c4069-5b15-4045-b20c-9cf7fda1e028","1556","2023-11-01","2027-10-18",,,,,14906.81,85443.62,0.04,85443.62,3417.74480000
"35207123-f0fe-458b-8dc7-e7c2e9959d06","1273","2023-07-15","2027-02-12",,,,,12591.61,80723.93,0.03,80723.93,2421.71790000
"386d795b-63b5-4358-863f-3aa1ab47d227","1023","2023-02-26","2027-09-13",,,,,18702.34,41751.96,0.01,41751.96,417.51960000
b78bbe40-c72b-4fd7-8247-1c955c0c8197,"1773","2023-09-13","2025-02-10",,,,,18204.14,41691.90,0.01,41691.90,416.91900000
c8cfbdd0-89da-40a4-ae46-d521310fab96,"1131","2023-11-28","2024-08-25",,,,,10308.65,73650.17,0.01,73650.17,736.50170000
"247acc3e-1b33-4019-8598-74939f697bf3","1369","2023-01-24","2023-02-04",,,,,18785.75,77087.59,0.02,77087.59,1541.75180000
"47766dd6-cd99-47c1-917f-0b8b0b0f75c6","1435","2023-03-02","2028-08-21",,,,,14680.78,63557.00,0.02,63557.00,1271.14000000
f9d1f4ff-5b74-42a9-978b-7a280a2f2460,"1701","2023-02-05","2028-08-10",,,,,6547.91,54118.47,0.01,54118.47,541.18470000
"0cbd73ab-39df-40e3-ae9f-c649c11f3f0c","1303","2023-08-19","2029-10-10",,,,,11805.13,44411.39,0.03,44411.39,1332.34170000
"43e9ca3b-98c0-4721-9f87-95acf69bea0b","1388","2023-05-07","2024-03-29",,,,,5077.89,27821.55,0.03,27821.55,834.64650000
"7eaa84de-00f8-434a-b465-4135adab9cb2","1418","2023-11-04","2029-03-31",,,,,6573.96,33663.20,0.04,33663.20,1346.52800000
"9da3672d-91ba-4000-8fcb-ac6b072a0e6a","1893","2022-12-16","2027-01-17",,,,,16327.11,93841.19,0.02,93841.19,1876.82380000
da99c222-771b-44be-8881-e2886e9b9903,"1104","2023-06-06","2029-09-23",,,,,16150.60,25870.84,0.03,25870.84,776.12520000
"15d301a9-8820-4cf3-b11f-c58cdb941adb","1149","2023-11-16","2028-12-07",,,,,14923.16,79693.11,0.01,79693.11,796.93110000
"2ea80420-df8e-4f93-95f7-b4ff6fbcf3e2","1906","2023-10-11","2027-08-10",,,,,13078.28,97842.72,0.04,97842.72,3913.70880000
"1c8e1ac5-8033-4286-909e-1dbc2eb41ece","1679","2022-12-07","2027-05-05",,,,,12628.49,77385.58,0.03,77385.58,2321.56740000
f203c837-738a-4e57-ac20-4bc025f97e3a,"1283","2023-03-08","2025-01-29",,,,,19342.82,63547.74,0.05,63547.74,3177.38700000
e0d548bc-cc6c-4fe6-8479-d18ed2d3edf9,"1734","2023-03-31","2029-06-07",,,,,6829.97,76956.64,0.04,76956.64,3078.26560000
feb69864-7aad-48c4-a928-b8007e99fc82,"1161","2023-08-06","2026-01-27",,,,,18998.74,76819.52,0.02,76819.52,1536.39040000
"089ed6e1-19ec-4287-9490-440a1509b4b2","1078","2023-05-31","2029-11-08",,,,,18224.12,42708.21,0.01,42708.21,427.08210000
"60787494-a1ed-49ac-a4f6-689dd03c3bd5","1629","2023-09-19","2029-07-30",,,,,13928.53,60922.85,0.01,60922.85,609.22850000
"7927316f-6f37-4301-b27a-293e9f96968f","1574","2023-11-28","2026-03-22",,,,,18588.78,86209.39,0.02,86209.39,1724.18780000
ea2a0347-6897-499c-97be-733afe8b6499,"1208","2023-01-27","2028-10-08",,,,,13087.72,39275.92,0.04,39275.92,1571.03680000
ccf1a9e1-c3c5-4aef-968c-f5300bde54fc,"1992","2023-10-18","2026-12-06",,,,,11877.05,73278.07,0.03,73278.07,2198.34210000
ec2e4dad-c1b0-4094-a247-e71ae2df8972,"1316","2023-11-17","2024-11-27",,,,,14377.15,83924.73,0.04,83924.73,3356.98920000
de0d57da-d78c-40fe-8bfb-1fa219cece86,"1392","2023-09-11","2023-09-24",,,,,18718.44,78428.48,0.01,78428.48,784.28480000
"9264f294-ecb5-42c3-91e6-26ac9a19fb60","1742","2023-04-17","2027-09-18",,,,,17927.91,64860.37,0.04,64860.37,2594.41480000
"3bef5ab3-a286-4582-98fd-8c9944fa5815","1180","2023-09-06","2029-01-29",,,,,9966.53,75052.05,0.04,75052.05,3002.08200000
"19bcf33d-d39a-4ef2-8b3d-4612eef35ba7","1182","2023-03-21","2023-07-19",,,,,11764.36,63732.20,0.04,63732.20,2549.28800000
"5046c485-e92f-45ce-a0c7-54b011be8e53","1077","2022-12-10","2025-05-14",,,,,17463.84,89990.41,0.02,89990.41,1799.80820000
"33abceca-9723-49e9-95ca-e95cbf23a9be","1069","2023-06-01","2026-05-31",,,,,13286.51,87363.72,0.01,87363.72,873.63720000
"54fb3d53-000a-4abe-bc00-6a5d69cf8281","1310","2023-10-18","2025-04-27",,,,,17344.52,80315.57,0.05,80315.57,4015.77850000
"0d8cb1b1-47df-4e63-a8e9-e079ab444bce","1156","2023-11-21","2027-02-06",,,,,11070.55,72635.48,0.02,72635.48,1452.70960000
c86cf878-be0a-49ce-b0b6-0f283ec10ed9,"1665","2023-10-02","2028-02-21",,,,,10846.87,97141.06,0.04,97141.06,3885.64240000
"9532cdeb-64bf-4bac-a58c-088b1fd90bc8","1501","2023-04-16","2028-06-11",,,,,5065.62,54622.12,0.03,54622.12,1638.66360000
"070f4d5d-15c7-442e-af48-009e417922a9","1374","2023-06-16","2028-12-09",,,,,15065.81,38382.76,0.02,38382.76,767.65520000
"97b4fd66-3ce6-4e23-8f1e-a4bf9b131163","1386","2023-08-04","2026-01-28",,,,,6448.36,93714.16,0.03,93714.16,2811.42480000
c9748591-1443-4163-99db-9c4278055311,"1845","2023-10-14","2029-08-17",,,,,5900.51,92118.17,0.01,92118.17,921.18170000
f9f8df7e-468a-4144-bd6a-e8107d2fad14,"1542","2023-01-02","2026-01-03",,,,,5814.81,97267.19,0.01,97267.19,972.67190000
"7e0d6dc6-9d0c-48f5-bfff-0bb9764a8611","1687","2023-05-18","2025-03-17",,,,,18583.66,38913.75,0.01,38913.75,389.13750000
"52b7927b-0d12-4325-a1da-e118db70b86b","1217","2023-05-07","2026-04-30",,,,,9280.30,31313.61,0.02,31313.61,626.27220000
b056c60c-d75c-4266-ae32-16ce04595485,"1492","2023-04-03","2026-09-23",,,,,16978.08,61572.07,0.04,61572.07,2462.88280000
f06624ba-7bcd-4e64-9b86-2e5e0b019a36,"1618","2023-09-17","2027-01-16",,,,,7799.25,24150.23,0.01,24150.23,241.50230000
e06f1290-6581-40c0-ab5d-7cd67f621bbb,"1882","2023-03-20","2024-11-09",,,,,11396.11,54624.70,0.01,54624.70,546.24700000
"9ad445bc-4b0b-4bea-a9db-bf169eec087b","1141","2022-12-31","2026-12-07",,,,,9686.63,41927.23,0.03,41927.23,1257.81690000
"27726680-3365-4b5c-9ca6-f59f63e7ce62","1332","2023-06-23","2024-08-12",,,,,5953.55,44619.89,0.01,44619.89,446.19890000
"912b062a-3f67-47b7-b3be-a899a681ef4a","1897","2023-01-29","2025-06-18",,,,,17271.26,30961.53,0.02,30961.53,619.23060000
e0837d24-9a3e-433f-9cb7-02e0f9e3984b,"1936","2022-12-18","2027-04-18",,,,,6367.56,92829.63,0.03,92829.63,2784.88890000
"05384d0c-cb1a-4bfa-bc61-d4ab9142ce4c","1519","2023-01-14","2027-02-04",,,,,9164.33,92112.72,0.04,92112.72,3684.50880000
"870e7342-099b-40dd-ac4e-89a577abbf32","1897","2023-05-07","2028-02-13",,,,,6997.03,31771.50,0.03,31771.50,953.14500000
de913061-edbf-412e-aafb-c7280e1f7dd3,"1904","2023-01-27","2023-04-28",,,,,5138.23,76049.86,0.04,76049.86,3041.99440000
"11634563-8adc-416f-b8f0-0b518e55d494","1021","2023-01-04","2023-07-20",,,,,15211.53,58636.17,0.03,58636.17,1759.08510000
"40e542c2-d479-4097-981a-daa559eb7757","1466","2022-12-30","2029-09-21",,,,,16413.93,92154.55,0.05,92154.55,4607.72750000
e9f3914d-0309-4dd3-b792-377023f0da6f,"1922","2023-06-10","2024-10-03",,,,,15518.19,69192.21,0.02,69192.21,1383.84420000
"0d53e5cd-a081-4b01-8ff7-4992c761ac08","1331","2023-02-02","2027-09-19",,,,,13450.81,59760.20,0.01,59760.20,597.60200000
ed2ce4d3-fb3e-4ea8-bce2-344344fec903,"1088","2023-01-17","2027-11-03",,,,,16761.95,64542.29,0.03,64542.29,1936.26870000
fee853dd-259c-4753-87fd-6b8fe7c87681,"1701","2023-05-11","2026-11-22",,,,,5649.80,76292.10,0.02,76292.10,1525.84200000
e96472e5-119b-4f3b-8013-57a91e44c7a7,"1910","2023-05-05","2026-10-15",,,,,10629.14,52476.61,0.03,52476.61,1574.29830000
eccb12c9-a68b-4b8d-a5ac-d887ea65546b,"1755","2023-07-12","2027-05-17",,,,,10799.04,60786.39,0.04,60786.39,2431.45560000
"46aa2eaf-63f0-46fd-aab4-f5000c740707","1869","2023-10-21","2029-03-04",,,,,9186.23,62400.42,0.05,62400.42,3120.02100000
"5ee9988b-7bf4-4f35-9ed8-9b632f35f8e3","1078","2023-03-01","2029-10-10",,,,,8897.92,60121.31,0.05,60121.31,3006.06550000
bf9ef35c-c356-4771-87fe-0199678a8cae,"1176","2023-02-27","2028-01-10",,,,,14033.24,31158.37,0.02,31158.37,623.16740000
bb9a4690-9acd-4a53-bc75-8447a773b758,"1865","2023-08-05","2028-12-10",,,,,16730.20,21144.21,0.05,21144.21,1057.21050000
"86669a3e-db80-42e6-92e9-94ded5af8983","1340","2023-09-16","2024-11-16",,,,,12007.98,27422.24,0.03,27422.24,822.66720000
"8f1db4ef-78ee-44c5-8fb7-8c3793cc66fa","1620","2023-04-03","2024-03-10",,,,,10601.22,52877.15,0.05,52877.15,2643.85750000
"16db76ad-9210-4dad-bb5d-457df8e6f753","1721","2023-03-10","2027-08-18",,,,,11717.60,30294.46,0.01,30294.46,302.94460000
"420ed55a-84d2-483d-9be1-614225f58126","1938","2023-01-22","2026-12-01",,,,,7396.25,75047.10,0.02,75047.10,1500.94200000
"0015d251-1a67-47b5-9c21-8c8545721434","1568","2023-07-20","2029-03-02",,,,,6699.45,64867.69,0.04,64867.69,2594.70760000
abaec76f-c8be-4081-a00a-a1cffac2a589,"1387","2023-02-15","2025-02-04",,,,,12124.27,75191.90,0.05,75191.90,3759.59500000
e3d8e674-da4b-421c-8720-73b879a24663,"1307","2023-11-03","2025-12-17",,,,,13577.39,30126.82,0.02,30126.82,602.53640000
"11e66df3-887d-422e-b6b4-3e45fb2ef33d","1712","2023-04-28","2024-03-25",,,,,10544.24,43426.93,0.04,43426.93,1737.07720000
d4fe8390-ccd5-4360-adc5-a52879f4794d,"1211","2022-12-19","2029-03-22",,,,,15834.54,86055.82,0.05,86055.82,4302.79100000
"92999297-ab99-47c1-a710-b783057a7abf","1115","2022-12-27","2025-08-11",,,,,6271.13,29478.48,0.01,29478.48,294.78480000
"4d51f04a-0da1-4695-9dbb-6716d91fa31c","1733","2023-01-04","2025-03-28",,,,,8232.59,77913.50,0.03,77913.50,2337.40500000
"22dc7124-37a3-4d70-bb22-28e137ed6162","1070","2023-02-10","2024-04-23",,,,,19217.11,30030.74,0.05,30030.74,1501.53700000
a0d724b8-5970-4e0f-88db-fbda6138def9,"1109","2023-11-29","2027-11-21",,,,,8891.17,49050.13,0.03,49050.13,1471.50390000
f2fff462-4647-4660-b5d2-9a35643be040,"1030","2023-01-28","2024-10-22",,,,,15943.52,92920.61,0.01,92920.61,929.20610000
"215cbda2-c675-4d7c-9a9a-71b828557d13","1623","2023-08-18","2027-10-06",,,,,9115.35,25981.35,0.04,25981.35,1039.25400000
"45ad9d24-5f39-485b-908e-3bb02dee60e2","1577","2023-01-18","2027-04-12",,,,,17485.49,50982.36,0.02,50982.36,1019.64720000
ef62de11-fb3f-4df4-b88c-1378ca123753,"1425","2023-03-06","2026-06-17",,,,,11722.25,57797.47,0.03,57797.47,1733.92410000
"19d998f9-d5eb-4dd7-a77f-ae3c4318f131","1962","2023-01-02","2026-01-20",,,,,9211.05,33360.26,0.04,33360.26,1334.41040000
"050dd52d-c4b9-4a67-98f2-8088a363c678","1865","2023-07-24","2027-04-28",,,,,5653.89,36905.37,0.03,36905.37,1107.16110000
bc273664-f002-4ad4-8bff-88f80c2c3629,"1069","2023-03-05","2028-07-08",,,,,16356.65,99386.78,0.04,99386.78,3975.47120000
b205f234-6b2d-46a0-9e83-b6397e1c8ab3,"1323","2023-06-11","2026-04-07",,,,,17309.24,21538.18,0.02,21538.18,430.76360000
e346402a-a5a0-4e51-a448-cfe1cf94673d,"1391","2023-01-07","2026-08-02",,,,,11844.02,81892.42,0.01,81892.42,818.92420000
c58a5736-ca46-4944-bb2a-f97900a09a71,"1768","2023-08-09","2028-06-03",,,,,17012.50,93715.06,0.03,93715.06,2811.45180000
"46b1dfd8-06d5-426c-b2f6-e22e1b41a7a4","1257","2023-07-17","2023-10-17",,,,,7775.25,26627.52,0.03,26627.52,798.82560000
"0d0359f1-10c4-420c-a71a-7181e8ee1949","1890","2023-08-24","2025-08-24",,,,,7311.26,75797.79,0.01,75797.79,757.97790000
cf88635c-0499-4a8e-9d05-8d32f548ebee,"1942","2023-05-24","2028-01-03",,,,,11931.67,32813.73,0.02,32813.73,656.27460000
c148c847-fe7d-47b1-8cfd-bf04e010f562,"1132","2023-07-16","2029-02-18",,,,,18455.52,43414.45,0.02,43414.45,868.28900000
c3cb93e1-17a2-4989-88aa-5010f866cd3c,"1501","2023-07-16","2028-10-31",,,,,7813.66,59574.87,0.02,59574.87,1191.49740000
"99d54c3a-8d8b-44d1-bbe1-c8583a18427e","1965","2023-06-16","2023-08-31",,,,,9873.49,48525.39,0.02,48525.39,970.50780000
e0f5696c-0102-4ddf-ba17-4848bb3739fd,"1714","2023-02-18","2024-09-27",,,,,12148.67,78266.54,0.04,78266.54,3130.66160000
"901e1a91-9d47-4b8f-93c1-2897bc7a0ce3","1368","2023-08-03","2027-04-03",,,,,5760.10,93098.25,0.03,93098.25,2792.94750000
"38848e0b-7d20-49fb-bf71-fc7131a91e72","1543","2023-03-17","2025-09-26",,,,,15294.43,26835.78,0.05,26835.78,1341.78900000
a0ff5b51-689e-4de2-9391-ce099cb6b64d,"1717","2023-06-23","2027-07-09",,,,,7024.90,51339.67,0.05,51339.67,2566.98350000
"6d7e8c84-1fcf-497b-9912-d3e5a1c319c8","1094","2023-07-29","2026-08-22",,,,,11661.10,22442.44,0.03,22442.44,673.27320000
"2f9ebe12-8d85-4069-b762-c7d6efe55133","1776","2023-11-27","2028-12-31",,,,,9617.86,40157.04,0.05,40157.04,2007.85200000
"69a77d31-5166-4684-adb5-b813b850db47","1412","2023-10-01","2026-09-28",,,,,9468.92,39100.20,0.01,39100.20,391.00200000
"46917777-f167-445c-955a-07a5fcb60bda","1293","2023-08-09","2027-08-21",,,,,11968.13,88919.19,0.04,88919.19,3556.76760000
b0d70772-ba97-4cda-8c0e-b2307cbe60f5,"1366","2023-07-12","2025-11-27",,,,,6493.72,32812.46,0.03,32812.46,984.37380000
"530a8399-a715-4252-acd7-148783dc3bd3","1861","2023-08-19","2028-10-31",,,,,7169.91,35067.69,0.02,35067.69,701.35380000
"91b85c6c-fffb-462c-9344-ec5ab9fcb3cd","1799","2023-07-12","2029-08-02",,,,,12081.16,21566.76,0.03,21566.76,647.00280000
"20c3794f-4de9-4aeb-8d68-c9eb7107c734","1557","2023-06-24","2028-05-24",,,,,8545.80,25518.84,0.04,25518.84,1020.75360000
"59412f4b-4586-4aeb-b0c2-3dcaffc7fe27","1696","2023-01-29","2027-05-01",,,,,13299.31,89763.95,0.05,89763.95,4488.19750000
b6764e2f-3e64-4020-bc19-bbb29d0ba87b,"1280","2022-12-14","2029-10-31",,,,,6096.96,98090.24,0.02,98090.24,1961.80480000
cd5275f3-a360-4b14-b345-8aa8a81b1ccc,"1385","2023-10-14","2026-01-16",,,,,14399.18,25084.21,0.02,25084.21,501.68420000
e68199e7-5492-41ca-87cb-9ca7d68450f0,"1131","2023-08-05","2026-06-24",,,,,12821.16,22706.24,0.04,22706.24,908.24960000
f9e1ee4a-bf7d-444c-bc93-5c788e3b0228,"1934","2023-09-19","2026-12-04",,,,,13013.86,53973.47,0.03,53973.47,1619.20410000
e8c65b23-7b90-4626-b6bf-7efd3e56fd8f,"1556","2023-03-19","2028-07-14",,,,,12172.19,94474.81,0.02,94474.81,1889.49620000
"9948df74-1d0a-42cc-9306-326d56739e6a","1402","2023-02-03","2028-01-15",,,,,7772.83,69426.63,0.04,69426.63,2777.06520000
"23e274d4-5283-4dc9-9d07-3cb5176a33b6","1657","2022-12-15","2028-08-09",,,,,10487.39,34845.92,0.02,34845.92,696.91840000
c7ddf015-9e27-465e-bc56-e003512548d4,"1154","2022-12-18","2023-11-05",,,,,15966.11,22448.60,0.02,22448.60,448.97200000
fc43bb64-23ff-45c8-8929-eac2f6f32d3e,"1844","2023-11-18","2029-10-13",,,,,6651.52,32653.09,0.04,32653.09,1306.12360000
"75deaaa6-4127-465a-a66c-7dd670c05b58","1760","2023-05-23","2028-06-04",,,,,8160.06,34448.92,0.04,34448.92,1377.95680000
"7ff1ba35-66ad-4211-8f93-866b5f0c9e94","1107","2023-06-27","2024-10-07",,,,,10963.88,20372.31,0.03,20372.31,611.16930000
"553aecbf-4efa-4a04-a378-ee8cd23dffce","1847","2023-05-07","2029-10-02",,,,,10523.91,27060.60,0.01,27060.60,270.60600000
acd6a78b-11d9-4c52-93d2-cc47d05e235a,"1188","2023-09-21","2024-12-19",,,,,14953.35,49916.33,0.04,49916.33,1996.65320000
"49a271d5-9b21-4029-af20-9d37309d0f7d","1624","2023-06-25","2028-01-02",,,,,5278.39,45155.72,0.05,45155.72,2257.78600000
d46acbf9-3fd9-4067-bcce-7e112597a870,"1256","2023-01-09","2029-08-18",,,,,11890.43,80007.97,0.05,80007.97,4000.39850000
d86fd60f-7b7f-4c7a-ac2a-e3d38417b480,"1988","2023-06-09","2027-02-27",,,,,7588.99,20164.90,0.02,20164.90,403.29800000
"7c076e97-7138-41d1-8362-cbae94da1782","1038","2023-06-19","2023-07-11",,,,,17471.71,93874.24,0.01,93874.24,938.74240000
"7268b773-fe96-45ed-a50a-a5444b54bf1e","1963","2023-03-05","2025-08-01",,,,,19554.61,58496.66,0.01,58496.66,584.96660000
"42c463a1-5707-440e-bd0b-9ee46787a039","1657","2023-07-04","2023-08-28",,,,,9395.39,81183.01,0.04,81183.01,3247.32040000
f6c4fed3-32d1-4992-a113-ccb9ffcef11d,"1640","2023-09-02","2029-03-26",,,,,17520.21,89212.74,0.04,89212.74,3568.50960000
d0ca2d3c-98b4-478b-9abf-0615d185f322,"1392","2023-04-20","2026-04-20",,,,,16015.28,35029.31,0.03,35029.31,1050.87930000
"6e8cb8f5-f5fd-43e6-a0d5-81b9e8004848","1799","2023-06-03","2024-04-05",,,,,14938.21,26925.17,0.02,26925.17,538.50340000
f46941b5-04a7-4bac-9efe-5cefb42d87f2,"1135","2023-11-19","2027-09-26",,,,,5467.92,50028.01,0.03,50028.01,1500.84030000
cef65c9e-672f-4974-ad90-9325dd11748b,"1354","2023-09-17","2025-11-06",,,,,13283.03,73639.26,0.01,73639.26,736.39260000
f4f725c5-d9e1-4525-906f-52b2cbd59675,"1417","2023-04-15","2029-09-07",,,,,19898.62,57508.19,0.02,57508.19,1150.16380000
cfb26822-eac6-4af2-8343-9f7990a1b233,"1699","2023-05-17","2027-05-11",,,,,18208.69,28029.10,0.04,28029.10,1121.16400000
a4fa2645-50d2-4ef5-ba7b-47d6efc309be,"1042","2023-07-23","2025-09-15",,,,,5155.71,66598.55,0.02,66598.55,1331.97100000
"2751f93f-21fc-4971-8cc1-256aadae105e","1974","2023-02-05","2026-08-04",,,,,18706.57,23565.38,0.04,23565.38,942.61520000
"7bb16494-af8f-46cc-9980-0efaa42a4ea4","1416","2023-09-01","2026-11-28",,,,,18594.51,23397.31,0.04,23397.31,935.89240000
