link,headline,episode,posted_by,main_link,rate,ratingcount,genre,japanese_title,synonims,english_title,status,type,source,duration,total_episode,season,studio,producers,released
https://samehadaku.email/roshidere-episode-2/,Roshidere Episode 2,2,Mumun,https://samehadaku.email/anime/roshidere/,8.14,"29,523",Comedy|Romance|School,Japanese 時々ボソッとロシア語でデレる隣のアーリャさん,Synonyms Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,English Alya Sometimes Hides Her Feelings in Russian,Status Completed,Type TV,Source Light novel,Duration 24 min. per ep.,Total Episode 12,Season Summer 2024,Studio Doga Kobo,Producers Kadokawa,"Released:  Jul 3, 2024 to Sep 18, 2024"
https://samehadaku.email/kimi-to-boku-no-saigo-no-senjou-season-2-episode-1/,Kimi to Boku no Saigo no Senjou Season 2 Episode 1,1,Mumun,https://samehadaku.email/anime/kimi-to-boku-no-saigo-no-senjou-aruiwa-sekai-ga-hajimaru-seisen-season-2/,7.00,"3,049",Action|Fantasy|Military|Romance,Japanese キミと僕の最後の戦場、あるいは世界が始まる聖戦 Season Ⅱ,"Synonyms Our Last Crusade or the Rise of a New World 2nd Season, The Last Battlefield Between You and I, or Perhaps the Beginning of the World's Holy War 2nd Season, Kimisen",English Our Last Crusade or the Rise of a New World Season 2,Status Ongoing,Type TV,Source Light novel,Duration 24 min. per ep.,Total Episode 12,Season Summer 2024,"Studio Silver Link., Studio Palette","Producers Bit grooove promotion, Pony Canyon","Released:  Jul 11, 2024 to ?"
https://samehadaku.email/maougun-saikyou-no-majutsushi-wa-ningen-datta-episode-3/,Maougun Saikyou no Majutsushi wa Ningen datta Episode 3,3,Urusai,https://samehadaku.email/anime/maougun-saikyou-no-majutsushi-wa-ningen-datta/,6.30,"14,575",Action|Adventure|Fantasy|Isekai|Reincarnation,Japanese 魔王軍最強の魔術師は人間だった ,Synonyms The Maou Army's Strongest Magician Was a Human ,English The Strongest Magician in the Demon Lord's Army Was a Human ,Status Completed,Type TV,Source Manga,Duration 23 min. ,Total Episode 12,Season Summer 2024,Studio Studio A-CAT,"Producers Bit grooove promotion, Pony Canyon","Released:   Jul 3, 2024 to Sep 11, 2024"
https://samehadaku.email/shikanoko-nokonoko-koshitantan-episode-2/,Shikanoko Nokonoko Koshitantan Episode 2,2,Biasa,https://samehadaku.email/anime/shikanoko-nokonoko-koshitantan/,7.9,"18,714",Comedy|GagHumor|School,Japanese しかのこのこのここしたんたん,,English My Deer Friend Nokotan,Status Completed,Type TV,Source Manga,Duration  23 min.,Total Episode 12,Season Summer 2024,Studio Wit Studio,Producers Twin Engine,"Released:  Jul 7, 2024 to Sep 22, 2024"
https://samehadaku.email/tasuuketsu-episode-2/,Tasuuketsu Episode 2,2,Biasa,https://samehadaku.email/anime/tasuuketsu/,5.4,"1,473",Action|Drama|High Stakes Game|Psychological|Suspense,Japanese  多数欠,,English Tasuketsu -Fate of the Majority-,Status Ongoing,Type TV,Source  Web manga,Duration 22 min.,Total Episode ,Season Summer 2024,Studio Satelight,"Producers Team Kawadon, VAP","Released:   Jul 3, 2024 to ?"
https://samehadaku.email/isekai-shikkaku-episode-1/,Isekai Shikkaku Episode 1,1,Urusai,https://samehadaku.email/anime/isekai-shikkaku/,7.26,"22,597",Adventure|Comedy|Fantasy|Isekai|Parody,Japanese 異世界失格 ,Synonyms No Longer Human...In Another World ,English No Longer Allowed In Another World ,Status Completed,Type TV,Source Web manga ,Duration 23 min. per ep. ,Total Episode 12,Season Summer 2024,Studio AtelierPontdarc,"Producers Kadokawa, Magic Capsule","Released:  Jul 9, 2024 to Sep 24, 2024"
https://samehadaku.email/katsute-mahou-shoujo-to-aku-wa-tekitai-shiteita-episode-1/,Katsute Mahou Shoujo to Aku wa Tekitai shiteita Episode 1,1,Urusai,https://samehadaku.email/anime/katsute-mahou-shoujo-to-aku-wa-tekitai-shiteita/,7.65,"10,351",Comedy|Fantasy|Mahou Shoujo|Romance|Shounen,Japanese かつて魔法少女と悪は敵対していた。 ,"Synonyms Mahoaku, The Former Magical Girl & Evil Enemy, The Magical Girl and Evil Officer, Beauty and the Beast ",English The Magical Girl and the Evil Lieutenant Used to Be Archenemies ,Status Completed,Type TV,Source Manga ,Duration 12 min. per ep. ,Total Episode 12,Season Summer 2024,Studio Bones,Producers Avex Pictures,"Released:  Jul 9, 2024 to Sep 24, 2024"
https://samehadaku.email/ookami-to-koushinryou-2024-episode-15/,Ookami to Koushinryou (2024) Episode 15,15,Mumun,https://samehadaku.email/anime/ookami-to-koushinryou-merchant-meets-the-wise-wolf/,8.05,"26,728",Adult Cast|Adventure|Drama|Fantasy|Romance,Japanese 狼と香辛料 MERCHANT MEETS THE WISE WOLF,"Synonyms Ookami to Koushinryou 2024, Spice and Wolf",English Spice and Wolf: Merchant Meets the Wise Wolf,Status Ongoing,Type TV,Source Light novel,Duration 23 min. per ep.,Total Episode 25,Season Spring 2024,Studio Passione,Producers Enishiya,"Released:  Apr 2, 2024 to ?"
https://samehadaku.email/shinmai-ossan-boukensha-episode-2/,Shinmai Ossan Boukensha Episode 2,2,Urusai,https://samehadaku.email/anime/shinmai-ossan-boukensha/,7.19,"20,892",Action|Adventure|Fantasy,Japanese 新米オッサン冒険者、最強パーティに死ぬほど鍛えられて無敵になる。,Synonyms The Rookie Middle-Aged Adventurer Was Trained to Death by the Most Powerful Party to Become Invincible ,"English The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible ",Status Completed,Type TV,Source Light novel ,Duration 23 min. per ep. ,Total Episode 12,Season Summer 2024,Studio Yumeta Company,"Producers Bit grooove promotion, Nippon Columbia","Released:  Jul 2, 2024 to Sep 24, 2024"
https://samehadaku.email/isekai-yururi-kikou-episode-2/,Isekai Yururi Kikou Episode 2,2,Urusai,https://samehadaku.email/anime/isekai-yururi-kikou/,6.71,"11,929",Childcare|Fantasy|Isekai|Slice of Life,Japanese 異世界ゆるり紀行 ～子育てしながら冒険者します～ ,"Synonyms Iseyuru, Isekai Yururi Kikou: Raising Children While Being an Adventurer ",English A Journey Through Another World: Raising Kids While Adventuring ,Status Completed,Type TV,Source Light novel,Duration 23 min. per ep. ,Total Episode 12,Season Summer 2024,Studio EMT Squared,"Producers Ai Addiction, Genco, Three S Studio","Released:  Jul 8, 2024 to Sep 16, 2024"
https://samehadaku.email/isekai-yururi-kikou-episode-1/,Isekai Yururi Kikou Episode 1,1,Urusai,https://samehadaku.email/anime/isekai-yururi-kikou/,6.71,"11,929",Childcare|Fantasy|Isekai|Slice of Life,Japanese 異世界ゆるり紀行 ～子育てしながら冒険者します～ ,"Synonyms Iseyuru, Isekai Yururi Kikou: Raising Children While Being an Adventurer ",English A Journey Through Another World: Raising Kids While Adventuring ,Status Completed,Type TV,Source Light novel,Duration 23 min. per ep. ,Total Episode 12,Season Summer 2024,Studio EMT Squared,"Producers Ai Addiction, Genco, Three S Studio","Released:  Jul 8, 2024 to Sep 16, 2024"
https://samehadaku.email/shikanoko-nokonoko-koshitantan-episode-1/,Shikanoko Nokonoko Koshitantan Episode 1,1,Biasa,https://samehadaku.email/anime/shikanoko-nokonoko-koshitantan/,7.9,"18,714",Comedy|GagHumor|School,Japanese しかのこのこのここしたんたん,,English My Deer Friend Nokotan,Status Completed,Type TV,Source Manga,Duration  23 min.,Total Episode 12,Season Summer 2024,Studio Wit Studio,Producers Twin Engine,"Released:  Jul 7, 2024 to Sep 22, 2024"
https://samehadaku.email/tower-of-god-season-2-episode-1/,Tower of God Season 2 Episode 1,1,Biasa,https://samehadaku.email/anime/tower-of-god-season-2/,7.7," 8,244",Action|Adventure|Drama|Fantasy|Mystery,Japanese  神之塔 -Tower of God- 王子の帰還,"Synonyms Sin-ui Tap, 신의 탑, Tower of God: Return of the Prince, Kami no Tou 2nd Season",English Tower of God Season 2,Status Ongoing,Type TV,Source Web manga,Duration 23 min. Per Epi,Total Episode ,Season Summer 2024,Studio The Answer Studio,"Producers Bandai Namco Filmworks, Crunchyroll, Line Digital Frontier, Sola Entertainment","Released:  Jul 7, 2024 to ?"
https://samehadaku.email/fairy-tail-100-years-quest-episode-1/,Fairy Tail: 100 Years Quest Episode 1,1,Urusai,https://samehadaku.email/anime/fairy-tail-100-years-quest/,7.82,"15,215",Action|Adventure|Fantasy|Shounen,Japanese FAIRY TAIL 100年クエスト,,English Fairy Tail: 100 Years Quest ,Status Ongoing,Type TV,Source Manga ,Duration 23 min. ,Total Episode ,Season Summer 2024,Studio J.C.Staff,Producers Avex Pictures,"Released:  Jul 7, 2024 to ? "
https://samehadaku.email/tsue-to-tsurugi-no-wistoria-episode-1/,Tsue to Tsurugi no Wistoria Episode 1,1,Mumun,https://samehadaku.email/anime/tsue-to-tsurugi-no-wistoria/,7.50,299,Action|Adventure|Fantasy|School|Shounen,Japanese  杖と剣のウィストリア,Synonyms Wistoria's Wand and Sword,English Wistoria: Wand and Sword,Status Completed,Type TV,Source Manga,Duration 23 min. per eps.,Total Episode 12,Season Summer 2024,"Studio Actas, Bandai Namco Pictures","Producers Jinnan Studio, Lantis, Studio Easter","Released:   Jul 7, 2024 to Sep 29, 2024"
https://samehadaku.email/mission-yozakura-family-episode-14/,Mission Yozakura Family Episode 14,14,Mumun,https://samehadaku.email/anime/mission-yozakura-family/,7.47,"17,224",Action|Comedy|Shounen,Japanese 夜桜さんちの大作戦,Synonyms Yozakura-san Chi no Daisakusen,English Mission of Yozakura family,Status Completed,Type TV,Source Manga,Duration 24 min. per ep.,Total Episode 27,Season Spring 2024,Studio Silver Link.,"Producers JR East Marketing & Communications, Mainichi Broadcasting System, NBCUniversal Entertainment Japan, Pierrot, Shueisha","Released:  Apr 7, 2024 to Oct 6, 2024"
https://samehadaku.email/one-piece-episode-1111/,One Piece Episode 1111,1111,Mumun,https://samehadaku.email/anime/one-piece/,8.71,"1,304,239",Action|Adventure|Comedy|Drama|Fantasy|Shounen|Super Power,Japanese ONE PIECE,Synonyms OP,English One Piece,Status Ongoing,Type TV,Source Manga,Duration 24 min.,Total Episode Unknown,Season Fall 1999,Studio Toei Animation,"Producers Fuji TV, Shueisha, TAP","Released:  Oct 20, 1999 to ?"
https://samehadaku.email/shoushimin-series-episode-1/,Shoushimin Series Episode 1,1,Biasa,https://samehadaku.email/anime/shoushimin-series/,7.3,"23,169",Mystery|School,Japanese  小市民シリーズ,,English  Shoshimin: How to Become Ordinary,Status Completed,Type TV,Source Shoushimin Series,Duration  23 min. per ep.,Total Episode 10,Season Summer 2024,Studio Lapin Track,Producers NBCUniversal Entertainment Japan,"Released:   Jul 7, 2024 to Sep 15, 2024"
https://samehadaku.email/the-fable-episode-14/,The Fable Episode 14,14,Urusai,https://samehadaku.email/anime/the-fable/,7.92,"11,089",Adult Cast|Comedy|Organized Crime|Seinen,Japanese ザ・ファブル ,,English The Fable ,Status Completed,Type TV,Source Manga ,Duration 22 min. per ep. ,Total Episode 25,Season Spring 2024,Studio Tezuka Productions,"Producers Audio Planning U, VAP","Released:  Apr 7, 2024 to Sep 29, 2024"
https://samehadaku.email/nige-jouzu-no-wakagimi-episode-1/,Nige Jouzu no Wakagimi Episode 1,1,Mumun,https://samehadaku.email/anime/nige-jouzu-no-wakagimi/,7.93,"22,019",Adventure|Comedy|Historical|Samurai|Shounen,Japanese 逃げ上手の若君,Synonyms Nigewaka,English The Elusive Samurai,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 12,Season Summer 2024,Studio CloverWorks,"Producers Aniplex, Shueisha","Released:  Jul 6, 2024 to Sep 28, 2024"
https://samehadaku.email/monogatari-series-off-monster-season-episode-1/,Monogatari Series: Off & Monster Season Episode 1,1,Urusai,https://samehadaku.email/anime/monogatari-series-off-monster-season/,9.02,"13,156",Comedy|Mystery|Supernatural|Vampire,Japanese 〈物語〉シリーズ オフ&モンスターシーズン ,"Synonyms Orokamonogatari, Wazamonogatari, Nademonogatari, Musubimonogatari, Shinobumonogatari, Yoimonogatari, Amarimonogatari, Ougimonogatari, Shinomonogatari ",,Status Completed,Type ONA,Source Light novel ,Duration 31 min. ,Total Episode 14,,Studio Shaft,Producers Aniplex,"Released:  Jul 6, 2024 to Oct 19, 2024"
https://samehadaku.email/tensui-no-sakuna-hime-epsiode-1/,Tensui no Sakuna-hime Epsiode 1,1,Biasa,https://samehadaku.email/anime/tensui-no-sakuna-hime/,6.6," 1,382",Action|Fantasy|Mythology,Japanese 天穂のサクナヒメ,,English Sakuna: Of Rice and Ruin,Status Completed,Type TV,Source Game,Duration 24 min. per ep.,Total Episode 13,Season Summer 2024,Studio P.A. Works,"Producers TOHO animation, TV Tokyo","Released:   Jul 6, 2024 to ?"
https://samehadaku.email/mob-kara-hajimaru-tansaku-eiyuutan-episode-2/,Mob kara Hajimaru Tansaku Eiyuutan Episode 2,2,Mumun,https://samehadaku.email/anime/mob-kara-hajimaru-tansaku-eiyuutan/,6.46,138,Action|Adventure|Fantasy,Japanese モブから始まる探索英雄譚,"Synonyms Heroic Exploration Tale Starting from Mob, The Story of an Exploration Hero Who Has Worked His Way Up from Common People",English A Nobody's Way Up to an Exploration Hero,Status Completed,Type TV,Source Light novel,Duration Unknown,Total Episode 12,Season Summer 2024,Studio Gekkou,Producers Starry Cube,"Released:  Jul 6, 2024 to Sep 14, 2024"
https://samehadaku.email/mob-kara-hajimaru-tansaku-eiyuutan-episode-1/,Mob kara Hajimaru Tansaku Eiyuutan Episode 1,1,Mumun,https://samehadaku.email/anime/mob-kara-hajimaru-tansaku-eiyuutan/,6.46,138,Action|Adventure|Fantasy,Japanese モブから始まる探索英雄譚,"Synonyms Heroic Exploration Tale Starting from Mob, The Story of an Exploration Hero Who Has Worked His Way Up from Common People",English A Nobody's Way Up to an Exploration Hero,Status Completed,Type TV,Source Light novel,Duration Unknown,Total Episode 12,Season Summer 2024,Studio Gekkou,Producers Starry Cube,"Released:  Jul 6, 2024 to Sep 14, 2024"
https://samehadaku.email/madougushi-dahliya-wa-utsumukanai-episode-1/,Madougushi Dahliya wa Utsumukanai Episode 1,1,Mumun,https://samehadaku.email/anime/madougushi-dahliya-wa-utsumukanai/,6.80,"3,736",Fantasy|Isekai|Reincarnation|Slice of Life,Japanese 魔導具師ダリヤはうつむかない,"Synonyms Dahlia in Bloom, Dahliya in Bloom, Madougushi Dahliya wa Utsumukanai: Kyou kara Jiyuu na Shokunin Life",English Dahlia in Bloom: Crafting a Fresh Start with Magical Tools,Status Completed,Type TV,Source Light novel,Duration 23 min. per ep. ,Total Episode 12,Season Summer 2024,"Studio Imagica Infos, Typhoon Graphics",Producers ,"Released:  Jul 6, 2024 to Sep 21, 2024"
https://samehadaku.email/dungeon-no-naka-no-hito-episode-1/,Dungeon no Naka no Hito Episode 1,1,Biasa,https://samehadaku.email/anime/dungeon-no-naka-no-hito/,6.95,"5,353",Adventure|Comedy|Fantasy,Japanese ダンジョンの中のひと ,,English Dungeon People ,Status Completed,Type TV,Source Web manga ,Duration 24 min. per ep. ,Total Episode 12,Season Summer 2024,Studio OLM,"Producers Bushiroad, Bushiroad Move, U's Music","Released:  Jul 6, 2024 to Sep 28, 2024"
https://samehadaku.email/kono-sekai-wa-fukanzen-sugiru-episode-1/,Kono Sekai wa Fukanzen Sugiru Episode 1,1,Mumun,https://samehadaku.email/anime/kono-sekai-wa-fukanzen-sugiru/,6.27,"4,720",Adventure|Fantasy|Video Game,Japanese この世界は不完全すぎる,Synonyms Konofuka,English Quality Assurance in Another World,Status Completed,Type TV,Source Web manga,Duration 24 min. per ep.,Total Episode 13,Season Summer 2024,"Studio 100studio, Studio Palette",Producers ,"Released:   Jul 6, 2024 to Sep 28, 2024"
https://samehadaku.email/nierautomata-ver1-1a-episode-13/,NieR:Automata Ver1.1a Episode 13,13,Urusai,https://samehadaku.email/anime/nierautomata-ver1-1a-cour-2/,7.98,"8,526",Action|Fantasy|Sci-Fi,Japanese NieR:Automata Ver1.1a 第2クール ,,English NieR:Automata Ver1.1a (Cour 2) ,Status Completed,Type TV,Source Game ,Duration 23 min. per ep. ,Total Episode 12,Season Summer 2024,Studio A-1 Pictures,Producers ,"Released:  Jul 5, 2024 to Sep 27, 2024"
https://samehadaku.email/tensei-shitara-slime-datta-ken-season-3-episode-14/,Tensei shitara Slime Datta Ken Season 3 Episode 14,14,Urusai,https://samehadaku.email/anime/tensei-shitara-slime-datta-ken-season-3/,7.80,"66,651",Action|Adventure|Comedy|Fantasy|Isekai|Reincarnation|Shounen,Japanese 転生したらスライムだった件 第3期 ,Synonyms Tensura 3 ,English That Time I Got Reincarnated as a Slime Season 3 ,Status Completed,Type TV,Source  Manga,Duration 24 min. per ep. ,Total Episode 24,Season Spring 2024,Studio 8bit,Producers Kodansha,"Released:  Apr 5, 2024 to Sep 27, 2024"
https://samehadaku.email/2-5-jigen-no-ririsa-episode-1/,2.5 jigen no Ririsa Episode 1,1,Mumun,https://samehadaku.email/anime/2-5-jigen-no-ririsa/,7.09,402,Comedy|Ecchi|Harem|Otaku Culture|School|Shounen,Japanese 2.5次元の誘惑,"Synonyms Nigoriri, 2.5-jigen no Yuuwaku, Ririsa of 2.5 Dimension",English 2.5 Dimensional Seduction,Status Ongoing,Type TV,Source Manga,Duration 24 min. per ep.,Total Episode 24,Season Summer 2024,Studio J.C.Staff,"Producers Magic Capsule, Shueisha","Released:  Jul 5, 2024 to ?"
https://samehadaku.email/code-geass-dakkan-no-roze-episode-3/,Code Geass: Dakkan no Rozé Episode 3,3,Urusai,https://samehadaku.email/anime/code-geass-dakkan-no-roze/,7.15,"4,166",Action|Drama|Mecha|Military|Sci-Fi|Super Power,Japanese コードギアス 奪還のロゼ,,English Code Geass: Rozé of the Recapture ,Status Completed,Type ONA,Source Original,Duration 24 min. per ep.,Total Episode 12,,Studio Sunrise,Producers Bandai Namco Filmworks,"Released:  Jun 21, 2024 to Sep 6, 2024"
https://samehadaku.email/hazure-waku-no-joutai-ijou-skill-episode-1/,Hazure waku no Joutai Ijou Skill Episode 1,1,Mumun,https://samehadaku.email/anime/hazure-waku-no-joutai-ijou-skill-de-saikyou-ni-natta-ore-ga-subete-wo-juurin-suru-made/,6.52,"8,847",Action|Adventure|Fantasy|Isekai,Japanese ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,"Synonyms I became the strongest with the failure frame ""Abnormal State Skill"" as I devastated everything, Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells",English Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells,Status Ongoing,Type TV,Source Light novel,Duration 24 min. per ep.,Total Episode 12,Season Summer 2024,Studio Seven Arcs,"Producers DAX Production, Nichion","Released:  Jul 5, 2024 to ?"
https://samehadaku.email/giji-harem-episode-1/,Giji Harem Episode 1,1,Biasa,https://samehadaku.email/anime/giji-harem/,7.55,"11,654",Shounen|Slice of Life,Japanese  疑似ハーレム,,English Pseudo Harem,Status Completed,Type TV,Source  Manga,Duration 23 min. per ep. ,Total Episode 12,Season Summer 2024,Studio Nomad,Producers Pony Canyon,"Released:  Jul 5, 2024 to Sep 20, 2024"
https://samehadaku.email/ore-wa-subete-wo-parry-suru-episode-1/,Ore wa Subete wo Parry suru Episode 1,1,Mumun,https://samehadaku.email/anime/ore-wa-subete-wo-parry-suru/,6.65,254,Action|Adventure|Fantasy,Japanese 俺は全てを【パリイ】する ～逆勘違いの世界最強は冒険者になりたい～,"Synonyms Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",English I Parry Everything,Status Completed,Type TV,Source Light novel,Duration 25 min. per ep.,Total Episode 12,Season Summer 2024,Studio OLM,Producers ,"Released:  Jul 5, 2024 to Sep 20, 2024"
https://samehadaku.email/gimai-seikatsu-episode-1/,Gimai Seikatsu Episode 1,1,Mumun,https://samehadaku.email/anime/gimai-seikatsu/,7.19,"1,194",Romance,Japanese 義妹生活,Synonyms Days with My Stepsister,English Days with My Stepsister,Status Completed,Type TV,Source Light novel,Duration 23 min per eps.,Total Episode 12,Season Summer 2024,Studio Studio Deen,"Producers 100studio, Nippon Columbia, One Cushion","Released:  Jul 4, 2024 to Sep 19, 2024"
https://samehadaku.email/isekai-suicide-squad-episode-4/,Isekai Suicide Squad Episode 4,4,Biasa,https://samehadaku.email/anime/isekai-suicide-squad/,6.9,"10,473 ",Action|Isekai,Japanese 異世界スーサイド・スクワッド,,English Suicide Squad Isekai,Status Completed,Type TV,Source Other,Duration 24 min. per ep.,Total Episode 10,Season Summer 2024,Studio Wit Studio,"Producers Magic Capsule, ONEMUSIC, Warner Bros. Japan","Released:  Jul 6, 2024 to ?"
https://samehadaku.email/maou-gakuin-no-futekigousha-season-2-episode-23/,Maou Gakuin no Futekigousha Season 2 Episode 23,23,Mumun,https://samehadaku.email/anime/maou-gakuin-no-futekigousha-season-2-part-2/,6.48,"16,102",Action|Fantasy|Mythology|Reincarnation|School,"Japanese Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2","Synonyms Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2, Maou Gakuin no Futekigousha 2nd Season, The Misfit of Demon King Academy 2nd Season",English The Misfit of Demon King Academy II Part 2,Status Completed,Type TV,Source Light novel,Duration 23 min. per ep.,Total Episode 12,Season Spring 2024,Studio Silver Link.,"Producers ADK Marketing Solutions, Aniplex, AT-X, BS11, Contents Seed, Docomo Anime Store, Kadokawa, Medicos Entertainment, Movic, qooop, Tokyo MX, Yomiuri Telecasting","Released:  Apr 12, 2024 to Jul 25, 2024"
https://samehadaku.email/oshi-no-ko-season-2-episode-1/,Oshi no Ko Season 2 Episode 1,1,Mumun,https://samehadaku.email/anime/oshi-no-ko-season-2/,8.65,"61,246",Drama|Reincarnation|Seinen|Showbiz|Supernatural,Japanese 推しの子】第2期,Synonyms My Star Season 2,English [Oshi No Ko] Season 2,Status Completed,Type TV,Source Manga,Duration 25 min. per ep.,Total Episode 13,Season Summer 2024,Studio Doga Kobo,"Producers CyberAgent, Kadokawa, Shueisha","Released:  Jul 3, 2024 to Oct 6, 2024"
https://samehadaku.email/roshidere-episode-1/,Roshidere Episode 1,1,Mumun,https://samehadaku.email/anime/roshidere/,8.14,"29,523",Comedy|Romance|School,Japanese 時々ボソッとロシア語でデレる隣のアーリャさん,Synonyms Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,English Alya Sometimes Hides Her Feelings in Russian,Status Completed,Type TV,Source Light novel,Duration 24 min. per ep.,Total Episode 12,Season Summer 2024,Studio Doga Kobo,Producers Kadokawa,"Released:  Jul 3, 2024 to Sep 18, 2024"
https://samehadaku.email/maougun-saikyou-no-majutsushi-wa-ningen-datta-episode-2/,Maougun Saikyou no Majutsushi wa Ningen datta Episode 2,2,Urusai,https://samehadaku.email/anime/maougun-saikyou-no-majutsushi-wa-ningen-datta/,6.30,"14,575",Action|Adventure|Fantasy|Isekai|Reincarnation,Japanese 魔王軍最強の魔術師は人間だった ,Synonyms The Maou Army's Strongest Magician Was a Human ,English The Strongest Magician in the Demon Lord's Army Was a Human ,Status Completed,Type TV,Source Manga,Duration 23 min. ,Total Episode 12,Season Summer 2024,Studio Studio A-CAT,"Producers Bit grooove promotion, Pony Canyon","Released:   Jul 3, 2024 to Sep 11, 2024"
https://samehadaku.email/tasuuketsu-episode-1/,Tasuuketsu Episode 1,1,Biasa,https://samehadaku.email/anime/tasuuketsu/,5.4,"1,473",Action|Drama|High Stakes Game|Psychological|Suspense,Japanese  多数欠,,English Tasuketsu -Fate of the Majority-,Status Ongoing,Type TV,Source  Web manga,Duration 22 min.,Total Episode ,Season Summer 2024,Studio Satelight,"Producers Team Kawadon, VAP","Released:   Jul 3, 2024 to ?"
https://samehadaku.email/boukyaku-battery-episode-12-end/,Boukyaku Battery Episode 12 [END],12 END,Biasa,https://samehadaku.email/anime/boukyaku-battery/,7.09,"3,380",School|Sports|Team,Japanese  忘却バッテリー,Synonyms Jump Special Anime Festa 2020,English Oblivion Battery,Status Completed,Type TV,Source Manga,Duration 23 min per epi,Total Episode 12,Season Spring 2024,Studio MAPPA,Producers Kadokawa,"Released:  Apr 10, 2024 to ? Jul 2, 2024"
https://samehadaku.email/shinmai-ossan-boukensha-episode-1/,Shinmai Ossan Boukensha Episode 1,1,Urusai,https://samehadaku.email/anime/shinmai-ossan-boukensha/,7.19,"20,892",Action|Adventure|Fantasy,Japanese 新米オッサン冒険者、最強パーティに死ぬほど鍛えられて無敵になる。,Synonyms The Rookie Middle-Aged Adventurer Was Trained to Death by the Most Powerful Party to Become Invincible ,"English The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible ",Status Completed,Type TV,Source Light novel ,Duration 23 min. per ep. ,Total Episode 12,Season Summer 2024,Studio Yumeta Company,"Producers Bit grooove promotion, Nippon Columbia","Released:  Jul 2, 2024 to Sep 24, 2024"
https://samehadaku.email/ookami-to-koushinryou-2024-episode-14/,Ookami to Koushinryou (2024) Episode 14,14,Mumun,https://samehadaku.email/anime/ookami-to-koushinryou-merchant-meets-the-wise-wolf/,8.05,"26,728",Adult Cast|Adventure|Drama|Fantasy|Romance,Japanese 狼と香辛料 MERCHANT MEETS THE WISE WOLF,"Synonyms Ookami to Koushinryou 2024, Spice and Wolf",English Spice and Wolf: Merchant Meets the Wise Wolf,Status Ongoing,Type TV,Source Light novel,Duration 23 min. per ep.,Total Episode 25,Season Spring 2024,Studio Passione,Producers Enishiya,"Released:  Apr 2, 2024 to ?"
https://samehadaku.email/kimetsu-no-yaiba-season-4-hashira-geiko-hen-episode-8-end/,Kimetsu no Yaiba Season 4 Hashira Geiko-hen Episode 8 [END],8,Mumun,https://samehadaku.email/anime/kimetsu-no-yaiba-season-4-hashira-geiko-hen/,8.07,"54,494",Action|Fantasy|Historical|Shounen,Japanese 鬼滅の刃 柱稽古編,"Synonyms Kimetsu S4, Kimetsu no Yaiba S4",English Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,Status Completed,Type TV,Source Manga,Duration 24 min. per eps,Total Episode 8,Season Spring 2024,Studio ufotable,"Producers Aniplex, Shueisha","Released:  May 12, 2024 to Jun 30, 2024"
https://samehadaku.email/mushoku-tensei-ii-isekai-ittara-honki-dasu-part-2-episode-12-end/,Mushoku Tensei II Isekai Ittara Honki Dasu Part 2 Episode 12 [END],12 END,Biasa,https://samehadaku.email/anime/mushoku-tensei-ii-isekai-ittara-honki-dasu-part-2/,8.1,955,Adventure|Drama|Ecchi|Fantasy|Isekai|Reincarnation,Japanese  無職転生 II ～異世界行ったら本気だす～ (第2クール),"Synonyms Jobless Reincarnation: I Will Seriously Try If I Go To Another World, Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season Part 2",English Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,Status Completed,Type TV,Source Light novel,Duration 24 min per epi,Total Episode 12,Season Spring 2024,Studio Studio Bind,"Producers BS11, Egg Firm, Frontier Works, GREE Entertainment, Hakuhodo DY Music & Pictures, Kadokawa, TOHO animation","Released:  Apr 8, 2024 to Jul 1, 2024"
https://samehadaku.email/hibike-euphonium-season-3-episode-13-end/,Hibike! Euphonium Season 3 Episode 13 [END],13,Mumun,https://samehadaku.email/anime/hibike-euphonium-season-3/,8.66,"8,977",Drama|Music|Performing Arts|School,Japanese 響け！ユーフォニアム3,Synonyms Hibike! Euphonium 3,English Sound! Euphonium 3,Status Completed,Type TV,Source Novel,Duration 24 min. per ep.,Total Episode 13,Season Spring 2024,Studio Kyoto Animation,"Producers ABC Animation, Bandai Namco Music Live, Heart Company, Lantis, Pony Canyon, Rakuonsha","Released:  Apr 7, 2024 to Jun 30, 2024"
